DATE,AWAY_TEAM,HOME_TEAM
12/28/24,NYK,WAS
12/28/24,MIL,CHI
12/28/24,PHO,GSW
12/28/24,DET,DEN
12/28/24,PHI,UTA
12/28/24,DAL,POR
12/28/24,SAC,LAL
12/29/24,BRK,ORL
12/29/24,IND,BOS
12/29/24,ATL,TOR
12/29/24,MIA,HOU
12/29/24,MEM,OKC
12/29/24,SAS,MIN
12/30/24,CHI,CHO
12/30/24,NYK,WAS
12/30/24,LAC,NOP
12/30/24,DEN,UTA
12/30/24,CLE,GSW
12/30/24,PHI,POR
12/30/24,DAL,SAC
12/31/24,TOR,BOS
12/31/24,MIL,IND
12/31/24,LAC,SAS
12/31/24,MIN,OKC
12/31/24,CLE,LAL
12/31/24,MEM,PHO
1/1/25,ORL,DET
1/1/25,CHI,WAS
1/1/25,NOP,MIA
1/1/25,UTA,NYK
1/1/25,BRK,TOR
1/1/25,DAL,HOU
1/1/25,ATL,DEN
1/1/25,PHI,SAC
1/2/25,IND,MIA
1/2/25,BOS,MIN
1/2/25,BRK,MIL
1/2/25,LAC,OKC
1/2/25,PHI,GSW
1/2/25,POR,LAL
1/3/25,CHO,DET
1/3/25,ORL,TOR
1/3/25,BOS,HOU
1/3/25,WAS,NOP
1/3/25,NYK,OKC
1/3/25,CLE,DAL
1/3/25,SAS,DEN
1/3/25,MEM,SAC
1/3/25,ATL,LAL
1/4/25,PHI,BRK
1/4/25,MIN,DET
1/4/25,PHO,IND
1/4/25,NYK,CHI
1/4/25,UTA,MIA
1/4/25,POR,MIL
1/4/25,DEN,SAS
1/4/25,MEM,GSW
1/4/25,ATL,LAC
1/5/25,BOS,OKC
1/5/25,CHO,CLE
1/5/25,NOP,WAS
1/5/25,UTA,ORL
1/5/25,LAL,HOU
1/5/25,SAC,GSW
1/6/25,POR,DET
1/6/25,PHO,PHI
1/6/25,IND,BRK
1/6/25,ORL,NYK
1/6/25,MIL,TOR
1/6/25,SAS,CHI
1/6/25,DAL,MEM
1/6/25,LAC,MIN
1/6/25,MIA,SAC
1/7/25,PHO,CHO
1/7/25,HOU,WAS
1/7/25,LAL,DAL
1/7/25,MIN,NOP
1/7/25,ATL,UTA
1/7/25,BOS,DEN
1/7/25,MIA,GSW
1/8/25,OKC,CLE
1/8/25,CHI,IND
1/8/25,TOR,NYK
1/8/25,WAS,PHI
1/8/25,DET,BRK
1/8/25,POR,NOP
1/8/25,LAC,DEN
1/8/25,SAS,MIL
1/9/25,TOR,CLE
1/9/25,GSW,DET
1/9/25,MIN,ORL
1/9/25,HOU,MEM
1/9/25,POR,DAL
1/9/25,ATL,PHO
1/9/25,MIA,UTA
1/9/25,CHO,LAL
1/10/25,GSW,IND
1/10/25,MIL,ORL
1/10/25,NOP,PHI
1/10/25,SAC,BOS
1/10/25,OKC,NYK
1/10/25,WAS,CHI
1/10/25,BRK,DEN
1/11/25,HOU,ATL
1/11/25,UTA,PHO
1/11/25,TOR,DET
1/11/25,MEM,MIN
1/11/25,MIA,POR
1/11/25,CHO,LAC
1/11/25,SAS,LAL
1/12/25,DEN,DAL
1/12/25,MIL,NYK
1/12/25,SAC,CHI
1/12/25,NOP,BOS
1/12/25,IND,CLE
1/12/25,PHI,ORL
1/12/25,OKC,WAS
1/12/25,BRK,UTA
1/12/25,CHO,PHO
1/13/25,MIN,WAS
1/13/25,DET,NYK
1/13/25,GSW,TOR
1/13/25,MEM,HOU
1/13/25,MIA,LAC
1/13/25,SAS,LAL
1/14/25,CLE,IND
1/14/25,OKC,PHI
1/14/25,PHO,ATL
1/14/25,NOP,CHI
1/14/25,SAC,MIL
1/14/25,DEN,DAL
1/14/25,BRK,POR
1/15/25,NYK,PHI
1/15/25,BOS,TOR
1/15/25,ATL,CHI
1/15/25,ORL,MIL
1/15/25,GSW,MIN
1/15/25,DAL,NOP
1/15/25,MEM,SAS
1/15/25,HOU,DEN
1/15/25,CHO,UTA
1/15/25,MIA,LAL
1/15/25,BRK,LAC
1/16/25,IND,DET
1/16/25,PHO,WAS
1/16/25,CLE,OKC
1/16/25,LAC,POR
1/16/25,HOU,SAC
1/17/25,ORL,BOS
1/17/25,MIN,NYK
1/17/25,DEN,MIA
1/17/25,TOR,MIL
1/17/25,UTA,NOP
1/17/25,MEM,SAS
1/17/25,OKC,DAL
1/17/25,CHO,CHI
1/17/25,BRK,LAL
1/18/25,PHO,DET
1/18/25,ATL,BOS
1/18/25,PHI,IND
1/18/25,WAS,GSW
1/18/25,CLE,MIN
1/18/25,HOU,POR
1/19/25,SAS,MIA
1/19/25,DEN,ORL
1/19/25,PHI,MIL
1/19/25,BRK,OKC
1/19/25,LAL,LAC
1/19/25,CHI,POR
1/19/25,WAS,SAC
1/20/25,DAL,CHO
1/20/25,DET,HOU
1/20/25,MIN,MEM
1/20/25,ATL,NYK
1/20/25,PHO,CLE
1/20/25,BOS,GSW
1/20/25,UTA,NOP
1/21/25,NYK,BRK
1/21/25,POR,MIA
1/21/25,ORL,TOR
1/21/25,PHI,DEN
1/21/25,CHI,LAC
1/21/25,WAS,LAL
1/22/25,DET,ATL
1/22/25,PHO,BRK
1/22/25,MIN,DAL
1/22/25,CLE,HOU
1/22/25,CHO,MEM
1/22/25,MIL,NOP
1/22/25,UTA,OKC
1/22/25,GSW,SAC
1/22/25,BOS,LAC
1/23/25,SAS,IND
1/23/25,POR,ORL
1/23/25,TOR,ATL
1/23/25,MIA,MIL
1/23/25,DAL,OKC
1/23/25,SAC,DEN
1/23/25,WAS,UTA
1/23/25,CHI,GSW
1/23/25,BOS,LAL
1/24/25,POR,CHO
1/24/25,CLE,PHI
1/24/25,NOP,MEM
1/25/25,IND,SAS
1/25/25,DEN,MIN
1/25/25,BOS,DAL
1/25/25,MIA,BRK
1/25/25,NOP,CHO
1/25/25,DET,ORL
1/25/25,TOR,ATL
1/25/25,HOU,CLE
1/25/25,SAC,NYK
1/25/25,PHI,CHI
1/25/25,UTA,MEM
1/25/25,LAL,GSW
1/25/25,WAS,PHO
1/25/25,MIL,LAC
1/26/25,OKC,POR
1/27/25,LAL,CHO
1/27/25,DET,CLE
1/27/25,HOU,BOS
1/27/25,SAC,BRK
1/27/25,ORL,MIA
1/27/25,MEM,NYK
1/27/25,NOP,TOR
1/27/25,DEN,CHI
1/27/25,ATL,MIN
1/27/25,WAS,DAL
1/27/25,MIL,UTA
1/27/25,LAC,PHO
1/28/25,LAL,PHI
1/28/25,UTA,GSW
1/28/25,MIL,POR
1/29/25,BRK,CHO
1/29/25,DET,IND
1/29/25,TOR,WAS
1/29/25,CHI,BOS
1/29/25,CLE,MIA
1/29/25,DEN,NYK
1/29/25,SAC,PHI
1/29/25,DAL,NOP
1/29/25,LAC,SAS
1/29/25,MIN,PHO
1/29/25,OKC,GSW
1/30/25,LAL,WAS
1/30/25,ATL,CLE
1/30/25,HOU,MEM
1/30/25,ORL,POR
1/30/25,MIN,UTA
1/31/25,LAC,CHO
1/31/25,DAL,DET
1/31/25,DEN,PHI
1/31/25,CHI,TOR
1/31/25,BOS,NOP
1/31/25,MIL,SAS
1/31/25,PHO,GSW
2/1/25,ATL,IND
2/1/25,ORL,UTA
2/1/25,DEN,CHO
2/1/25,BRK,HOU
2/1/25,WAS,MIN
2/1/25,SAC,OKC
2/1/25,LAL,NYK
2/1/25,MIA,SAS
2/1/25,PHO,POR
2/2/25,CHI,DET
2/2/25,DAL,CLE
2/2/25,LAC,TOR
2/2/25,BOS,PHI
2/2/25,MEM,MIL
2/3/25,WAS,CHO
2/3/25,ATL,DET
2/3/25,HOU,NYK
2/3/25,SAS,MEM
2/3/25,SAC,MIN
2/3/25,MIL,OKC
2/3/25,NOP,DEN
2/3/25,IND,UTA
2/3/25,ORL,GSW
2/3/25,PHO,POR
2/4/25,BOS,CLE
2/4/25,HOU,BRK
2/4/25,DAL,PHI
2/4/25,NYK,TOR
2/4/25,MIA,CHI
2/4/25,LAL,LAC
2/4/25,IND,POR
2/5/25,MIL,CHO
2/5/25,CLE,DET
2/5/25,SAS,ATL
2/5/25,WAS,BRK
2/5/25,MIA,PHI
2/5/25,MEM,TOR
2/5/25,CHI,MIN
2/5/25,PHO,OKC
2/5/25,GSW,UTA
2/5/25,NOP,DEN
2/5/25,ORL,SAC
2/6/25,DAL,BOS
2/6/25,HOU,MIN
2/6/25,ORL,DEN
2/6/25,GSW,LAL
2/6/25,SAC,POR
2/6/25,IND,LAC
2/7/25,SAS,CHO
2/7/25,CLE,WAS
2/7/25,MIL,ATL
2/7/25,MIA,BRK
2/7/25,PHI,DET
2/7/25,TOR,OKC
2/7/25,UTA,PHO
2/8/25,HOU,DAL
2/8/25,IND,LAL
2/8/25,SAS,ORL
2/8/25,ATL,WAS
2/8/25,GSW,CHI
2/8/25,OKC,MEM
2/8/25,POR,MIN
2/8/25,BOS,NYK
2/8/25,DEN,PHO
2/8/25,NOP,SAC
2/8/25,UTA,LAC
2/9/25,CHO,DET
2/9/25,TOR,HOU
2/9/25,PHI,MIL
2/10/25,MIN,CLE
2/10/25,ATL,ORL
2/10/25,SAS,WAS
2/10/25,CHO,BRK
2/10/25,BOS,MIA
2/10/25,GSW,MIL
2/10/25,NOP,OKC
2/10/25,SAC,DAL
2/10/25,POR,DEN
2/11/25,TOR,PHI
2/11/25,NYK,IND
2/11/25,DET,CHI
2/11/25,MEM,PHO
2/11/25,UTA,LAL
2/12/25,SAS,BOS
2/12/25,CHO,ORL
2/12/25,IND,WAS
2/12/25,PHI,BRK
2/12/25,ATL,NYK
2/12/25,CLE,TOR
2/12/25,DET,CHI
2/12/25,MIL,MIN
2/12/25,SAC,NOP
2/12/25,MIA,OKC
2/12/25,PHO,HOU
2/12/25,POR,DEN
2/12/25,LAL,UTA
2/12/25,GSW,DAL
2/12/25,MEM,LAC
2/13/25,GSW,HOU
2/13/25,SAC,NOP
2/13/25,MIA,DAL
2/13/25,OKC,MIN
2/20/25,MEM,IND
2/20/25,BOS,PHI
2/20/25,ORL,ATL
2/20/25,CLE,BRK
2/20/25,CHI,NYK
2/20/25,LAC,MIL
2/20/25,CHO,DEN
2/20/25,PHO,SAS
2/20/25,LAL,POR
2/21/25,NYK,CLE
2/21/25,MEM,ORL
2/21/25,MIL,WAS
2/21/25,MIA,TOR
2/21/25,MIN,HOU
2/21/25,DET,SAS
2/21/25,NOP,DAL
2/21/25,OKC,UTA
2/21/25,GSW,SAC
2/22/25,PHO,CHI
2/22/25,BRK,PHI
2/22/25,LAL,DEN
2/22/25,HOU,UTA
2/22/25,CHO,POR
2/23/25,NYK,BOS
2/23/25,DAL,GSW
2/23/25,LAC,IND
2/23/25,DET,ATL
2/23/25,WAS,ORL
2/23/25,PHO,TOR
2/23/25,MIA,MIL
2/23/25,SAS,NOP
2/23/25,MEM,CLE
2/23/25,OKC,MIN
2/24/25,LAC,DET
2/24/25,DEN,IND
2/24/25,CHI,PHI
2/24/25,BRK,WAS
2/24/25,MIA,ATL
2/24/25,MIN,OKC
2/24/25,POR,UTA
2/24/25,CHO,SAC
2/25/25,BOS,TOR
2/25/25,CLE,ORL
2/25/25,MIL,HOU
2/25/25,PHO,MEM
2/25/25,SAS,NOP
2/25/25,CHO,GSW
2/25/25,DAL,LAL
2/26/25,BOS,DET
2/26/25,TOR,IND
2/26/25,PHI,NYK
2/26/25,POR,WAS
2/26/25,OKC,BRK
2/26/25,ATL,MIA
2/26/25,LAC,CHI
2/26/25,SAC,UTA
2/26/25,SAS,HOU
2/27/25,GSW,ORL
2/27/25,DEN,MIL
2/27/25,CHO,DAL
2/27/25,NOP,PHO
2/27/25,MIN,LAL
2/28/25,DEN,DET
2/28/25,OKC,ATL
2/28/25,CLE,BOS
2/28/25,POR,BRK
2/28/25,TOR,CHI
2/28/25,NYK,MEM
2/28/25,IND,MIA
2/28/25,NOP,PHO
2/28/25,MIN,UTA
2/28/25,LAC,LAL
3/1/25,WAS,CHO
3/1/25,BRK,DET
3/1/25,SAC,HOU
3/1/25,SAS,MEM
3/1/25,MIL,DAL
3/1/25,GSW,PHI
3/2/25,DEN,BOS
3/2/25,POR,CLE
3/2/25,CHI,IND
3/2/25,NYK,MIA
3/2/25,TOR,ORL
3/2/25,OKC,SAS
3/2/25,NOP,UTA
3/2/25,LAC,LAL
3/2/25,MIN,PHO
3/3/25,GSW,CHO
3/3/25,POR,PHI
3/3/25,WAS,MIA
3/3/25,ATL,MEM
3/3/25,HOU,OKC
3/3/25,SAC,DAL
3/3/25,DET,UTA
3/4/25,HOU,IND
3/4/25,TOR,ORL
3/4/25,MIL,ATL
3/4/25,GSW,NYK
3/4/25,CLE,CHI
3/4/25,PHI,MIN
3/4/25,BRK,SAS
3/4/25,LAC,PHO
3/4/25,NOP,LAL
3/5/25,POR,BOS
3/5/25,MIN,CHO
3/5/25,MIA,CLE
3/5/25,UTA,WAS
3/5/25,OKC,MEM
3/5/25,SAC,DEN
3/5/25,DAL,MIL
3/5/25,DET,LAC
3/6/25,IND,ATL
3/6/25,PHI,BOS
3/6/25,GSW,BRK
3/6/25,HOU,NOP
3/6/25,NYK,LAL
3/7/25,CLE,CHO
3/7/25,MEM,DAL
3/7/25,UTA,TOR
3/7/25,MIN,MIA
3/7/25,POR,OKC
3/7/25,PHO,DEN
3/7/25,SAS,SAC
3/7/25,NYK,LAC
3/8/25,BRK,CHO
3/8/25,NOP,HOU
3/8/25,IND,ATL
3/8/25,WAS,TOR
3/8/25,CHI,MIA
3/8/25,ORL,MIL
3/8/25,LAL,BOS
3/8/25,DET,GSW
3/9/25,DEN,OKC
3/9/25,PHO,DAL
3/9/25,MEM,NOP
3/9/25,UTA,PHI
3/9/25,CLE,MIL
3/9/25,SAS,MIN
3/9/25,DET,POR
3/9/25,SAC,LAC
3/10/25,PHI,ATL
3/10/25,UTA,BOS
3/10/25,LAL,BRK
3/10/25,CHO,MIA
3/10/25,WAS,TOR
3/10/25,IND,CHI
3/10/25,ORL,HOU
3/10/25,PHO,MEM
3/10/25,DEN,OKC
3/10/25,DAL,SAS
3/10/25,POR,GSW
3/10/25,NYK,SAC
3/11/25,BRK,CLE
3/11/25,WAS,DET
3/11/25,MIL,IND
3/11/25,LAC,NOP
3/12/25,CHI,ORL
3/12/25,CHO,ATL
3/12/25,OKC,BOS
3/12/25,PHI,TOR
3/12/25,PHO,HOU
3/12/25,UTA,MEM
3/12/25,LAC,MIA
3/12/25,DAL,SAS
3/12/25,MIN,DEN
3/12/25,NYK,POR
3/13/25,WAS,DET
3/13/25,LAL,MIL
3/13/25,BRK,CHI
3/13/25,SAC,GSW
3/14/25,BOS,MIA
3/14/25,IND,PHI
3/14/25,LAC,ATL
3/14/25,DAL,HOU
3/14/25,CLE,MEM
3/14/25,ORL,MIN
3/14/25,CHO,SAS
3/14/25,LAL,DEN
3/14/25,TOR,UTA
3/14/25,SAC,PHO
3/15/25,BOS,BRK
3/15/25,OKC,DET
3/15/25,CHI,HOU
3/15/25,MIA,MEM
3/15/25,IND,MIL
3/15/25,NYK,GSW
3/15/25,NOP,SAS
3/15/25,WAS,DEN
3/16/25,PHI,DAL
3/16/25,PHO,LAL
3/16/25,ATL,BRK
3/16/25,ORL,CLE
3/16/25,TOR,POR
3/16/25,UTA,MIN
3/16/25,OKC,MIL
3/16/25,WAS,LAC
3/17/25,MIA,NYK
3/17/25,PHI,HOU
3/17/25,IND,MIN
3/17/25,DET,NOP
3/17/25,ORL,SAS
3/17/25,CHI,UTA
3/17/25,DEN,GSW
3/17/25,TOR,PHO
3/17/25,MEM,SAC
3/18/25,ATL,CHO
3/18/25,BRK,BOS
3/18/25,WAS,POR
3/18/25,CLE,LAC
3/18/25,MIL,LAL
3/19/25,DAL,IND
3/19/25,HOU,ORL
3/19/25,DET,MIA
3/19/25,NOP,MIN
3/19/25,PHI,OKC
3/19/25,NYK,SAS
3/19/25,LAC,UTA
3/19/25,TOR,GSW
3/19/25,DEN,LAL
3/19/25,CHI,PHO
3/19/25,MEM,POR
3/19/25,CLE,SAC
3/20/25,NYK,CHO
3/20/25,BRK,IND
